State,County,Year,number,percent,lower confidence limit,upper confidence limit,age-adjusted percent,age-adjusted lower confidence limit,age-adjusted upper confidence limit
South Carolina,Lancaster County,2013,19130,31.3,27.2,35.6,31.5,27.1,36.1
South Carolina,Laurens County,2013,20166,40.8,36.9,44.7,41.2,37.1,45.4
South Carolina,Lee County,2013,6265,44.3,38.8,49.7,44.6,38.8,50.2
South Carolina,Lexington County,2013,67721,33.4,30.8,36.2,33.3,30.6,36.2
South Carolina,McCormick County,2013,2986,35.2,30.3,40.4,36.7,30.9,42.7
South Carolina,Marion County,2013,9468,39.9,35.4,44.7,40.3,35.5,45.4
South Carolina,Marlboro County,2013,8477,39.2,34.2,44.3,39.2,34,44.6
South Carolina,Newberry County,2013,10013,35.5,30.3,41.2,35.8,30.3,41.8
South Carolina,Oconee County,2013,16270,28,24.6,31.9,28.3,24.5,32.5
South Carolina,Orangeburg County,2013,28108,41.9,39.1,44.8,42.3,39.4,45.5
South Carolina,Pickens County,2013,26925,30.2,26.2,34.3,30.2,26.2,34.5
South Carolina,Richland County,2013,95025,32.6,30.5,34.6,32.4,30.4,34.5
South Carolina,Saluda County,2013,5406,35.6,30.6,40.7,35.9,30.7,41.3
South Carolina,Spartanburg County,2013,65083,30.5,28.2,32.9,30.4,28,32.9
South Carolina,Sumter County,2013,26998,34.4,31.2,37.5,34.3,31.1,37.6
South Carolina,Union County,2013,7852,36.9,30.5,43.4,37,30.2,44.2
South Carolina,Williamsburg County,2013,10631,42.5,38.8,46.1,42.9,39.1,47
South Carolina,York County,2013,50845,29.4,26.7,32.1,29,26.3,31.9
South Dakota,Aurora County,2013,543,28,21.6,35,27.2,20.4,35
South Dakota,Beadle County,2013,4228,32,28.9,35.3,31.7,28.4,35.2
South Dakota,Bennett County,2013,796,36.6,31.8,41.4,36.4,31.5,41.4
South Dakota,Bon Homme County,2013,1629,29.6,23.7,36,29.3,23.1,36
South Dakota,Brookings County,2013,6563,27.4,25,30.1,27.7,25.3,30.3
South Dakota,Brown County,2013,9058,32.2,29.6,34.7,31.9,29.2,34.5
South Dakota,Brule County,2013,1326,34.4,27.2,42,34,26.4,42.1
South Dakota,Buffalo County,2013,489,42,34.3,49.9,41.6,34.1,49.4
South Dakota,Butte County,2013,2379,31.3,26,36.8,30.6,25,36.1
South Dakota,Campbell County,2013,339,30.9,23.5,39.2,29.8,21.6,39.2
South Dakota,Charles Mix County,2013,2105,33.6,27.4,40.7,33.5,26.8,41.1
South Dakota,Clark County,2013,827,30.6,24.4,37.3,30.2,23.5,37.5
South Dakota,Clay County,2013,3168,31.1,24.7,37.4,31.5,25.2,37.7
South Dakota,Codington County,2013,6384,31.2,28.7,33.8,30.9,28.2,33.6
South Dakota,Corson County,2013,1081,40.9,36.2,45.7,40.7,35.9,45.7
South Dakota,Custer County,2013,2026,29.7,23.6,36,28.8,22.3,35.5
South Dakota,Davison County,2013,5035,34.3,30.8,37.9,34.3,30.6,38.1
South Dakota,Day County,2013,1311,30.8,25.1,37.2,30.2,24.1,37.2
South Dakota,Deuel County,2013,1073,33.3,27.2,39.5,32.8,26.3,39.5
South Dakota,Dewey County,2013,1397,39.9,35.7,44.3,39.6,35.4,44.1
South Dakota,Douglas County,2013,675,29.8,23.2,37.5,29.2,22,37.5
South Dakota,Edmunds County,2013,867,29.1,23.2,35.3,28.4,22.3,35.2
South Dakota,Fall River County,2013,1743,31.7,25.4,38.2,31.3,24.4,38.5
South Dakota,Faulk County,2013,525,29.3,22.2,37.2,28.6,20.7,37
South Dakota,Grant County,2013,1675,30.6,24.9,37.1,29.8,23.7,36.7
South Dakota,Gregory County,2013,1024,32.2,25.1,39.6,31.8,24.3,39.8
South Dakota,Haakon County,2013,431,30.1,23.1,37.5,29.4,22.1,37.5
South Dakota,Hamlin County,2013,1218,30.8,24.7,36.9,30.5,24.2,36.8
South Dakota,Hand County,2013,782,29.9,23.3,36.4,29.1,22.2,36.1
South Dakota,Hanson County,2013,639,28.9,22.8,36.3,28.4,22.2,36
South Dakota,Harding County,2013,312,32.4,25.2,40.3,31.8,24.3,40.1
South Dakota,Hughes County,2013,3667,28.3,25.6,31.4,27.7,24.9,31
South Dakota,Hutchinson County,2013,1649,31,24.8,37.5,30.6,24,37.6
South Dakota,Hyde County,2013,327,30.5,23.5,38.4,30.1,22.8,39
South Dakota,Jackson County,2013,708,34.8,29.5,40.1,34.9,29.3,40.4
South Dakota,Jerauld County,2013,431,27.8,21.1,35.3,27.2,20,35.4
South Dakota,Jones County,2013,224,29.3,22.2,37.2,28.6,21.2,37
South Dakota,Kingsbury County,2013,1303,33.8,27,40.9,33.5,25.9,41.3
South Dakota,Lake County,2013,2873,31.3,25.4,37.4,30.7,24.5,37.1
South Dakota,Lawrence County,2013,4949,25.7,23.5,28.2,25.2,22.7,27.8
South Dakota,Lincoln County,2013,9826,28.7,26.3,31.2,28.6,26.2,31.1
South Dakota,Lyman County,2013,894,33.5,26.4,41,33.3,25.9,41.1
South Dakota,McCook County,2013,1155,28.5,22.5,35,27.8,21.4,34.5
South Dakota,McPherson County,2013,508,27.3,21.4,34.4,26.6,20.1,34.8
South Dakota,Marshall County,2013,1154,32.2,25.5,39.7,31.9,24.9,39.7
South Dakota,Meade County,2013,5242,27,24.6,29.5,26.6,24.1,29.3
South Dakota,Mellette County,2013,447,32.4,26.9,37.9,32.2,26.5,38.1
South Dakota,Miner County,2013,543,31.4,24.2,39.2,30.8,23.3,39.3
South Dakota,Minnehaha County,2013,36182,27.8,26,29.8,27.5,25.7,29.4
South Dakota,Moody County,2013,1526,32.9,26.9,40.1,32.4,26,39.9
South Dakota,Pennington County,2013,21386,27.3,25.1,29.4,27.2,24.9,29.3
South Dakota,Perkins County,2013,761,32.8,26.2,39.7,32.3,25,39.8
South Dakota,Potter County,2013,535,29.2,22.3,36.7,28.7,21.2,37.1
South Dakota,Roberts County,2013,2268,32,26.5,38.3,31.7,25.9,38.5
South Dakota,Sanborn County,2013,531,29.7,23,37.2,29.1,21.7,37
South Dakota,Shannon County,2013,3549,42.9,39.3,46.7,42.5,39.1,46.1
South Dakota,Spink County,2013,1519,31.4,25.3,38,30.9,24.4,37.9
South Dakota,Stanley County,2013,740,33.4,26.4,40.4,33,25.9,40.4
South Dakota,Sully County,2013,369,33.1,26.1,41.5,32.5,25.1,41.5
South Dakota,Todd County,2013,2147,38,33.3,42.4,37.5,33,41.9
South Dakota,Tripp County,2013,1273,30.7,23.9,37.9,30.5,23.1,38.1
South Dakota,Turner County,2013,2042,32.9,27.4,38.5,32.7,27,38.8
South Dakota,Union County,2013,3234,30.4,24.7,36.5,29.6,23.8,35.9
South Dakota,Walworth County,2013,1182,28.4,22.3,34.5,28,21.3,34.9
South Dakota,Yankton County,2013,5172,30,26.9,33.2,29.9,26.6,33.4
South Dakota,Ziebach County,2013,711,42,36.4,48.3,41.4,35.9,47.6
Tennessee,Anderson County,2013,18402,31.7,26,38,31.8,25.8,38.6
Tennessee,Bedford County,2013,10476,32.1,26,38.6,32,25.6,38.7
Tennessee,Benton County,2013,4124,32.4,25.9,39.1,32.7,25.4,39.7
Tennessee,Bledsoe County,2013,3587,32.7,26,40.3,32.4,25.5,40.3
Tennessee,Blount County,2013,32505,34,29,39.1,34.1,28.6,39.7
Tennessee,Bradley County,2013,26544,34.9,30.1,40,34.9,29.9,40.3
Tennessee,Campbell County,2013,10032,32.5,26,39.7,32.7,25.8,40.4
Tennessee,Cannon County,2013,3536,33.3,25.7,40.9,33.4,25.4,41.5
Tennessee,Carroll County,2013,6944,32.4,26.4,38.5,32.6,26.3,39.1
Tennessee,Carter County,2013,14313,31.8,26.6,37.4,32,26.6,38.1
Tennessee,Cheatham County,2013,9863,33.8,26.8,41.5,33.3,26.1,41.2
Tennessee,Chester County,2013,4056,32,25.4,40.4,32.1,25.3,40.8
Tennessee,Claiborne County,2013,7563,30.8,24.1,37.7,30.7,23.6,37.9
Tennessee,Clay County,2013,1900,31.3,24.4,38.7,31.7,23.8,40
Tennessee,Cocke County,2013,9358,34.4,28.4,41.2,34.5,28.1,41.8
Tennessee,Coffee County,2013,14115,35.9,30.1,42,36.2,30,42.6
Tennessee,Crockett County,2013,3565,33,25.9,40.9,33.2,25.6,41.6
Tennessee,Cumberland County,2013,13387,29.2,24.3,34,29.9,24.4,35.8
Tennessee,Davidson County,2013,153959,30.9,28.5,33.5,30.7,28.3,33.3
Tennessee,Decatur County,2013,3297,36.3,29.9,43.2,37.1,30,44.7
Tennessee,DeKalb County,2013,4577,31.8,24.9,39.6,31.6,24.3,39.9
Tennessee,Dickson County,2013,13338,35.9,29,43.4,35.8,28.7,43.5
Tennessee,Dyer County,2013,10386,37.2,30.9,43.8,37.3,30.9,44.3
Tennessee,Fayette County,2013,9251,31.1,25.1,37.5,31,24.7,37.7
Tennessee,Fentress County,2013,4808,35.5,28.3,42.8,35.9,28.3,43.8
Tennessee,Franklin County,2013,9634,30.9,25.8,36.4,31,25.3,37
Tennessee,Gibson County,2013,11719,32.3,26.8,38.2,32.6,26.5,38.9
Tennessee,Giles County,2013,7053,32.1,26,38.4,32,25.4,38.7
Tennessee,Grainger County,2013,6079,35,28,42.8,35.1,27.8,43.6
Tennessee,Greene County,2013,15738,29.8,24.5,35,29.7,23.9,35.5
Tennessee,Grundy County,2013,3206,31.3,25,38.3,31.6,24.8,39
Tennessee,Hamblen County,2013,14469,30.8,24.8,37.3,30.9,24.6,37.8
Tennessee,Hamilton County,2013,80104,30.2,27.2,33.2,30.1,26.8,33.2
Tennessee,Hancock County,2013,1570,30.6,23.8,37.9,30.5,23.2,38.1
Tennessee,Hardeman County,2013,7739,37.8,30.5,45.2,38,30.3,45.6
Tennessee,Hardin County,2013,6392,31.9,25.7,38.1,32,25.6,38.7
Tennessee,Hawkins County,2013,14335,32.9,27.6,38.7,33,27.2,39.5
Tennessee,Haywood County,2013,5149,38.4,31.4,45.2,38.4,31.1,45.8
Tennessee,Henderson County,2013,7216,34.8,28.7,41.1,34.8,28.3,41.6
Tennessee,Henry County,2013,8346,33.7,28.2,40,34.1,28,41
Tennessee,Hickman County,2013,5919,32.1,26,39.2,31.9,25.5,39.3
Tennessee,Houston County,2013,2086,33.2,25.4,41.2,33.4,25,41.6
Tennessee,Humphreys County,2013,4911,35.6,27.8,44.4,35.8,27.8,45.3
Tennessee,Jackson County,2013,3143,34.7,28,41.8,35,27.7,42.7
Tennessee,Jefferson County,2013,13611,34.2,27,41.3,34.6,26.7,42
Tennessee,Johnson County,2013,4227,29.2,22.7,35.7,29.3,22.5,36.2
Tennessee,Knox County,2013,99238,29.7,26.9,32.3,29.6,26.8,32.4
Tennessee,Lake County,2013,2356,37.5,29.7,46.2,37.5,29.6,46.3
Tennessee,Lauderdale County,2013,7851,38.3,31.1,45.6,38.1,30.8,45.7
Tennessee,Lawrence County,2013,10444,34,28.2,40.4,34.2,27.8,41.2
Tennessee,Lewis County,2013,3096,34.3,26.9,42.4,34.5,26.5,43.2
Tennessee,Lincoln County,2013,8111,32.1,26.1,38.5,32.3,25.8,39.2
Tennessee,Loudon County,2013,10826,27.5,22,33.7,27.7,21.8,34.6
Tennessee,McMinn County,2013,13368,33.7,28.4,39.1,33.8,28,39.6
Tennessee,McNairy County,2013,7576,38.6,31.9,45,39.2,31.9,46.4
Tennessee,Macon County,2013,5668,34.2,27.4,41.5,34.3,27.2,41.8
Tennessee,Madison County,2013,24779,34.3,31,37.7,34.4,31,37.9
Tennessee,Marion County,2013,7135,32.9,26.1,40.1,32.9,25.5,40.9
Tennessee,Marshall County,2013,7207,31.3,25.4,38.2,31.1,24.9,38.2
Tennessee,Maury County,2013,20886,33.6,28.7,38.7,33.5,28.5,38.7
Tennessee,Meigs County,2013,2525,27.9,21.2,35.2,27.6,20.5,35.5
Tennessee,Monroe County,2013,12186,35.5,29.4,42.1,35.8,29.1,42.9
Tennessee,Montgomery County,2013,37664,29,24.9,33.2,29,25,33.1
Tennessee,Moore County,2013,1556,32,24.3,39.8,32.2,23.7,40.6
Tennessee,Morgan County,2013,5129,30.3,22.7,38.6,30.1,22.3,38.6
Tennessee,Obion County,2013,7917,33.6,28.2,39.3,33.7,27.8,39.7
Tennessee,Overton County,2013,5474,33,26.9,40.4,33.2,26.6,41
Tennessee,Perry County,2013,1861,31.4,24.2,39,31.6,24,39.9
Tennessee,Pickett County,2013,1335,33.1,25.7,41.4,33.7,25.5,43.2
Tennessee,Polk County,2013,4451,34.9,27.8,42.5,35.1,27.5,43.4
Tennessee,Putnam County,2013,17957,32.6,27.5,37.9,32.8,27.5,38.3
Tennessee,Rhea County,2013,7317,30.4,24.3,36.6,30.4,23.9,37
Tennessee,Roane County,2013,14089,34.1,27.8,39.9,34.2,27.5,40.8
Tennessee,Robertson County,2013,17370,35.6,28.9,42.4,35.3,28.3,42.2
Tennessee,Rutherford County,2013,66374,33,28.8,37.2,32.7,28.6,36.7
Tennessee,Scott County,2013,4655,28.9,22.2,35.8,28.7,22,35.9
Tennessee,Sequatchie County,2013,3149,28.3,21.7,36.3,28.3,21.4,37
Tennessee,Sevier County,2013,21913,30.6,25.4,36.2,30.4,24.8,36.4
Tennessee,Shelby County,2013,219373,32.6,30.2,35.1,32.3,29.8,34.8
Tennessee,Smith County,2013,5198,36.8,29.5,44.4,36.7,29.1,44.6
Tennessee,Stewart County,2013,3196,31.4,24.7,39,31.3,24.2,39.4
Tennessee,Sullivan County,2013,36709,30.1,27.1,33.3,30,26.7,33.5
Tennessee,Sumner County,2013,36847,29.7,25,34.8,29.3,24.5,34.6
Tennessee,Tipton County,2013,15581,35.4,30.1,41.2,35.2,29.8,41.2
Tennessee,Trousdale County,2013,1916,32.9,25.5,42.5,32.7,25,42.8
Tennessee,Unicoi County,2013,4758,33.4,26.7,41.1,33.9,26.6,42.2
Tennessee,Union County,2013,4415,31,23.7,39.5,30.7,23.2,39.6
Tennessee,Van Buren County,2013,1402,32.1,24.6,40,32,23.8,40.9
Tennessee,Warren County,2013,9273,31.4,25.6,38,31.5,25.5,38.4
Tennessee,Washington County,2013,31110,32.2,27.3,37.3,32.2,27.1,37.7
Tennessee,Wayne County,2013,4413,32.7,26.2,39.2,32.7,25.8,39.6
Tennessee,Weakley County,2013,8033,30.9,25.1,36.9,31,25.1,37.4
Tennessee,White County,2013,6206,31.2,25,37.7,31.2,24.7,38.4
Tennessee,Williamson County,2013,35702,25.9,21.6,30.8,25.2,20.9,30.3
Tennessee,Wilson County,2013,28368,31.7,26.3,37.8,31.4,25.8,37.5
Texas,Anderson County,2013,14450,31.6,25.3,38.5,31.4,25,38.4
Texas,Andrews County,2013,3150,28.1,20.9,36.1,27.8,20.7,35.8
Texas,Angelina County,2013,23408,37.5,32.9,42.3,37.5,32.7,42.5
Texas,Aransas County,2013,5171,26.9,20.7,34.3,26.6,20,34.8
Texas,Archer County,2013,1777,27.1,20.2,34.2,26.4,19.2,34
Texas,Armstrong County,2013,398,27.2,20.7,35.1,26.8,19.9,35.3
Texas,Atascosa County,2013,9099,27.9,21.5,34.9,27.7,21.1,34.7
Texas,Austin County,2013,5693,27,21.5,33.9,26.4,20.7,33.8
Texas,Bailey County,2013,1258,26.7,20,34.4,26.6,19.7,34.5
Texas,Bandera County,2013,4489,27.1,21.5,33.7,26.3,20.1,33.7
Texas,Bastrop County,2013,18099,33.1,27.2,39.5,32.5,26.6,39.1
Texas,Baylor County,2013,779,28.1,21.3,36.3,27.9,20.4,36.7
Texas,Bee County,2013,7244,29.3,22.1,36.8,29.2,22.2,36.6
Texas,Bell County,2013,65754,29,24.9,33.5,29,25.1,33.6
Texas,Bexar County,2013,351668,27.3,25,29.7,27.2,24.9,29.6
Texas,Blanco County,2013,2380,28.7,22,36.1,28,21,35.9
Texas,Borden County,2013,133,27.3,20.9,35.2,27,19.9,35.5
Texas,Bosque County,2013,3768,27.8,21.2,35,27.5,20.4,35.3
Texas,Bowie County,2013,22245,32.4,26.5,38.8,32.3,26.3,38.9
Texas,Brazoria County,2013,72786,31.2,25.7,37.1,30.8,25.5,36.9
Texas,Brazos County,2013,42406,28.4,24.3,32.5,28.8,25.1,32.7
Texas,Brewster County,2013,2000,27.7,21,34.7,27.4,20.7,34.8
Texas,Briscoe County,2013,308,26.4,20,34,26.1,19.4,34.3
Texas,Brooks County,2013,1354,27.2,20.1,35,27.1,19.5,35.4
Texas,Brown County,2013,7076,25.2,18.8,31.9,25,18.4,32.1
Texas,Burleson County,2013,3836,29.8,22.7,37.1,29.4,22,37
Texas,Burnet County,2013,10114,30,23.8,37,29.8,23.1,37.1
Texas,Caldwell County,2013,7418,26.4,20.1,33.3,26.1,19.8,33.3
Texas,Calhoun County,2013,4559,29.1,22.4,36.4,28.8,22,36.5
Texas,Callahan County,2013,2897,28.4,21.8,36.4,28,21.2,36.3
Texas,Cameron County,2013,90074,33.2,26.7,40.2,33.2,26.6,40.3
Texas,Camp County,2013,2816,31.8,25,39.8,31.7,24.6,40.2
Texas,Carson County,2013,1235,28.4,21.1,36.6,27.9,20.1,36.6
Texas,Cass County,2013,7155,31.3,24.8,38.4,31.3,24.3,38.7
Texas,Castro County,2013,1492,28.1,20.7,36.4,27.8,20.3,36.4
Texas,Chambers County,2013,7394,28.6,22,36.3,28.1,21.5,35.9
Texas,Cherokee County,2013,10939,30.1,24.4,36.4,29.9,24.1,36.5
Texas,Childress County,2013,1475,27,20.1,34.5,27.3,20.3,34.9
Texas,Clay County,2013,2332,29.4,22.6,36.8,28.9,21.4,36.9
Texas,Cochran County,2013,554,26.9,19.7,34.7,26.5,19.2,34.4
Texas,Coke County,2013,709,28.1,21.2,36.1,27.8,20.1,36.6
Texas,Coleman County,2013,1831,28.1,21.1,35.7,27.7,20.4,36.1
Texas,Collin County,2013,147769,24.6,21.1,28.4,24.2,20.9,28
Texas,Collingsworth County,2013,594,28,20.9,36,27.8,20.4,35.9
Texas,Colorado County,2013,4401,28.5,22,35.8,28.2,21.3,35.7
Texas,Comal County,2013,23659,26.7,22.2,31.2,26.1,21.3,30.9
Texas,Comanche County,2013,2872,28.3,21.7,35.7,28.2,21.1,36.2
Texas,Concho County,2013,964,27.5,20.2,36.3,27.5,20.1,36.3
Texas,Cooke County,2013,8202,29.2,22.8,37.5,28.8,22.1,37.5
Texas,Coryell County,2013,16690,30.3,23.6,37.6,30.4,24,37.2
Texas,Cottle County,2013,299,27.4,20.6,34.6,27.1,19.7,35
Texas,Crane County,2013,947,29.3,21.9,37.4,29.1,21.6,37.2
Texas,Crockett County,2013,747,27.9,21.1,35.5,27.5,20.3,35.3
Texas,Crosby County,2013,1157,27.8,20.8,35.7,27.6,20.2,35.7
Texas,Culberson County,2013,457,27.6,19.7,35.4,27.1,18.9,35.2
Texas,Dallam County,2013,1464,31.5,24.2,40.2,31.1,23.9,39.7
Texas,Dallas County,2013,482453,27.6,25.1,30,27.5,25.1,29.9
Texas,Dawson County,2013,2864,29.9,22.6,37.9,30.1,22.7,38.2
Texas,Deaf Smith County,2013,3682,29.4,21.8,38.2,29.3,21.6,38.2
Texas,Delta County,2013,1105,28,21.2,35.6,27.7,20.6,36.2
Texas,Denton County,2013,114100,22.1,18.5,25.9,22,18.4,25.8
Texas,DeWitt County,2013,4740,30.6,23.9,38.2,30.4,23.3,38.6
Texas,Dickens County,2013,472,26.6,19.5,34.5,26.6,19.2,34.8
Texas,Dimmit County,2013,2182,29.9,21.9,38.4,29.8,21.6,38.5
Texas,Donley County,2013,730,27.6,20.6,35,27.5,20,35.6
Texas,Duval County,2013,2286,27.8,20.8,35.9,27.8,20.5,36.1
Texas,Eastland County,2013,3810,28.2,21.4,35.5,28.1,20.7,35.7
Texas,Ector County,2013,32012,31.6,26.6,37.4,31.5,26.5,37.1
Texas,Edwards County,2013,390,27.1,20.5,35.1,26.8,19.6,35.7
Texas,Ellis County,2013,32514,29.8,25.7,34.2,29.4,25.1,34
Texas,El Paso County,2013,160620,28.4,24.6,32.2,28.3,24.6,32.1
Texas,Erath County,2013,8111,28.2,21.5,35.7,28.3,21.6,35.8
Texas,Falls County,2013,3944,29.8,22.7,37.2,29.6,22.1,37.1
Texas,Fannin County,2013,7323,28.4,21.5,36,28.2,20.9,36.2
Texas,Fayette County,2013,5154,27.1,21.1,33.8,26.7,20.2,34
Texas,Fisher County,2013,779,26.7,20.1,34,26.3,19.2,34.3
Texas,Floyd County,2013,1163,26.8,20,34.1,26.6,19.6,34.2
Texas,Foard County,2013,258,26.3,19.9,33.7,25.9,19.2,33.6
Texas,Fort Bend County,2013,108301,23.9,21.1,27,23.5,20.7,26.5
Texas,Franklin County,2013,2099,26.9,20.7,34,26.6,19.9,34.1
Texas,Freestone County,2013,4188,28.5,22.2,36.3,28.2,21.7,36.3
Texas,Frio County,2013,3628,27.5,20.1,35.7,27.6,20.3,35.8
Texas,Gaines County,2013,3609,30.6,23.3,38.9,30.5,23.2,38.7
Texas,Galveston County,2013,61541,27.6,24,31.2,27.1,23.6,30.9
Texas,Garza County,2013,1368,27.5,20.1,36.5,27.4,20.1,36.3
Texas,Gillespie County,2013,5318,26.8,20.9,33.4,26.6,20.3,34
Texas,Glasscock County,2013,234,26.8,19.7,34.1,26.3,19.1,33.9
Texas,Goliad County,2013,1666,29.2,22.5,37.4,28.8,21.6,37.6
Texas,Gonzales County,2013,4210,29.5,22.7,37.7,29.3,22.2,37.9
Texas,Gray County,2013,4718,28.4,22.2,35.7,28.3,21.9,35.8
Texas,Grayson County,2013,26053,28.9,23.3,35.3,28.7,22.7,35
Texas,Gregg County,2013,31126,35.3,30.3,40.8,35.2,30.1,40.8
Texas,Grimes County,2013,5933,29.1,22.5,36.7,28.7,21.7,36.6
Texas,Guadalupe County,2013,31217,30.9,25.7,36.1,30.6,25.1,36.1
Texas,Hale County,2013,7515,30.6,23.8,38.4,30.6,23.7,38.4
Texas,Hall County,2013,681,29.1,22.7,36.9,29.1,22.2,37.4
Texas,Hamilton County,2013,1908,30,22.9,38.3,30.3,22.2,39.2
Texas,Hansford County,2013,1045,28.1,20.8,36.3,27.8,20.3,36.2
Texas,Hardeman County,2013,846,28.5,21.6,36.3,28.2,20.9,36.6
Texas,Hardin County,2013,12917,32.1,24.8,40.4,31.8,24.4,40.4
Texas,Harris County,2013,828815,27.2,25.2,29.2,27,25,29
Texas,Harrison County,2013,16086,33.3,27.9,39.5,33,27.5,39.5
Texas,Hartley County,2013,1279,27.3,20.7,35.6,27.1,20.5,35.5
Texas,Haskell County,2013,1240,27.3,21,35.4,27.2,20.6,35.5
Texas,Hays County,2013,29950,23.8,19.1,28.6,23.8,19.2,28.6
Texas,Hemphill County,2013,735,26.8,19.6,35.5,26.5,19.2,35.3
Texas,Henderson County,2013,17887,30.2,24.3,36.6,30.1,23.7,37.2
Texas,Hidalgo County,2013,177033,34.4,29.4,40,34.4,29.5,40
Texas,Hill County,2013,7362,28.7,22.4,35.6,28.7,22,36.1
Texas,Hockley County,2013,4985,30.7,23.7,38.7,30.6,23.5,38.8
Texas,Hood County,2013,10818,26.5,20.6,32.6,26.1,19.8,32.8
Texas,Hopkins County,2013,7835,30.5,23.7,38.1,30.3,23.2,38.4
Texas,Houston County,2013,5085,28.3,22.4,35.4,28.1,22,35.3
Texas,Howard County,2013,8476,31.1,24.1,38.8,30.7,23.6,38.6
Texas,Hudspeth County,2013,615,26.3,19.3,34.9,25.8,18.6,34.8
Texas,Hunt County,2013,17262,27,20.8,33.8,26.6,20.3,33.6
Texas,Hutchinson County,2013,4830,31.1,24.2,38.9,30.9,23.7,39.2
Texas,Irion County,2013,335,27.9,20.9,35.5,27.3,20.1,35.7
Texas,Jack County,2013,1806,26.9,20.2,35.1,26.6,19.8,35
Texas,Jackson County,2013,3371,32.2,24.6,40.4,32.1,24.2,40.6
Texas,Jasper County,2013,7590,29.1,22.5,36.6,28.7,21.9,36.4
Texas,Jeff Davis County,2013,497,26.2,19.8,33,25.4,18.7,32.9
Texas,Jefferson County,2013,61796,33.2,28,38.5,33,27.7,38.5
Texas,Jim Hogg County,2013,981,27.3,20.3,36.1,27.2,19.9,36.3
Texas,Jim Wells County,2013,8154,28.5,21,37.1,28.3,20.7,37.2
Texas,Johnson County,2013,33199,30.2,24.4,36.4,29.9,24,36
Texas,Jones County,2013,4388,27.4,20.5,35.2,27.3,20.3,35.2
Texas,Karnes County,2013,3298,29.2,22,37,29.2,22,37.1
Texas,Kaufman County,2013,20512,27.2,20.6,34.4,26.8,20.2,34
Texas,Kendall County,2013,7551,27.3,21.4,33.3,26.8,20.6,33.4
Texas,Kenedy County,2013,83,26.4,19.5,34.1,26.1,19.1,34.1
Texas,Kent County,2013,158,26.4,20.1,33.5,26.2,19.2,34.1
Texas,Kerr County,2013,10378,26.7,21,33.2,26.6,20.4,33.7
Texas,Kimble County,2013,1001,28.4,21.7,35.6,28.1,21.1,35.8
Texas,King County,2013,57,27.5,20.6,34.9,26.8,19.6,34.8
Texas,Kinney County,2013,750,26.7,20.2,34.2,26.8,19.8,35.1
Texas,Kleberg County,2013,6259,28,20.7,35.8,28.3,21,36.1
Texas,Knox County,2013,727,26.6,19.8,34.6,26.5,19.2,35.1
Texas,Lamar County,2013,11900,32.7,26.4,40.3,32.7,26.2,40.4
Texas,Lamb County,2013,2920,31,24,39.4,31,23.6,40.1
Texas,Lampasas County,2013,4195,28.2,21.4,35.6,27.7,20.7,35.6
Texas,La Salle County,2013,1517,26.6,18.6,34.9,26.9,18.9,35.1
Texas,Lavaca County,2013,4655,32,24.3,39.9,31.8,23.6,40.2
Texas,Lee County,2013,3432,28.1,21.4,35.3,27.7,20.8,35.2
Texas,Leon County,2013,3731,29.5,23.1,37.2,29.3,22.5,37.8
Texas,Liberty County,2013,15411,27.6,20.5,35.3,27.2,20.2,35.2
Texas,Limestone County,2013,5904,33.9,26.5,42.1,34,26.2,42.7
Texas,Lipscomb County,2013,663,27.2,20.2,34.9,26.8,19.6,35
Texas,Live Oak County,2013,2570,27.6,20.8,35.4,27.5,20.3,35.7
Texas,Llano County,2013,4320,27,20.8,34.1,26.7,19.7,35
Texas,Loving County,2013,21,29,21.7,37.6,27.6,20,36.7
Texas,Lubbock County,2013,57416,27.7,24,31.6,27.7,24.1,31.5
Texas,Lynn County,2013,1144,28.4,21.4,35.8,27.9,20.6,35.5
Texas,McCulloch County,2013,1740,28.5,21.3,36.6,28.3,20.6,37.2
Texas,McLennan County,2013,48843,28.6,23.8,33.4,28.5,23.6,33.3
Texas,McMullen County,2013,196,32.2,24.8,41,32,23.9,41.7
Texas,Madison County,2013,3023,28.8,21.4,36.7,29,21.5,37
Texas,Marion County,2013,2545,31.3,23.7,38.9,30.9,23,39.1
Texas,Martin County,2013,966,27.1,20,35.3,26.8,19.7,35.1
Texas,Mason County,2013,824,26.2,19.7,33.3,25.7,18.6,33.5
Texas,Matagorda County,2013,8414,31.9,24.7,40.2,31.6,24.2,40.3
Texas,Maverick County,2013,10681,29.4,21.7,38.6,29.4,21.6,38.6
Texas,Medina County,2013,11066,32.2,25.5,39.4,31.8,25.1,39.4
Texas,Menard County,2013,469,27.3,21,34.6,27,20,35
Texas,Midland County,2013,32788,30.9,26.2,35.5,30.6,26,35.2
Texas,Milam County,2013,5194,29.7,22.9,37.1,29.5,22.3,37.4
Texas,Mills County,2013,956,26.1,19.7,33.3,25.8,18.8,33.9
Texas,Mitchell County,2013,1847,26.6,20,34.8,26.7,20.1,34.9
Texas,Montague County,2013,3776,25.9,19.6,33.1,25.6,18.9,33.2
Texas,Montgomery County,2013,86519,24.5,20.2,29.2,24.1,19.7,28.8
Texas,Moore County,2013,4349,29.9,23,37.9,29.7,22.9,37.7
Texas,Morris County,2013,2852,30,23.4,37.7,29.8,22.8,38
Texas,Motley County,2013,248,26.8,20.4,33.9,26.6,19.5,35.1
