State,County,percent,Poverty
Alabama,Autauga County,34.1,12.9
Alabama,Baldwin County,27.4,13.4
Alabama,Barbour County,44.4,26.7
Alabama,Bibb County,40.3,16.8
Alabama,Blount County,34.6,16.7
Alabama,Bullock County,43,24.6
Alabama,Butler County,36.3,25.4
Alabama,Calhoun County,32.2,20.5
Alabama,Chambers County,39.7,21.6
Alabama,Cherokee County,33.6,19.2
Alabama,Chilton County,35.9,19.1
Alabama,Choctaw County,40.8,23.4
Alabama,Clarke County,38.2,24.7
Alabama,Clay County,37.3,16.7
Alabama,Cleburne County,30,17
Alabama,Coffee County,33.7,17.1
Alabama,Colbert County,37.5,17.4
Alabama,Conecuh County,36.4,33.8
Alabama,Coosa County,39.7,19.3
Alabama,Covington County,34,20.2
Alabama,Crenshaw County,39.7,16.7
Alabama,Cullman County,33.4,18.5
Alabama,Dale County,36.5,19.1
Alabama,Dallas County,40.8,35
Alabama,DeKalb County,30.4,18.7
Alabama,Elmore County,35.4,13.6
Alabama,Escambia County,37.7,24.2
Alabama,Etowah County,35.1,19.7
Alabama,Fayette County,33.7,18.3
Alabama,Franklin County,33.2,22.5
Alabama,Geneva County,34.1,23.2
Alabama,Greene County,46.3,40.2
Alabama,Hale County,40.4,26.8
Alabama,Henry County,35.8,15.6
Alabama,Houston County,32.8,18.3
Alabama,Jackson County,32,18
Alabama,Jefferson County,33.2,18.8
Alabama,Lamar County,33.6,24.1
Alabama,Lauderdale County,32.9,17.9
Alabama,Lawrence County,35.5,18.7
Alabama,Lee County,29,23.8
Alabama,Limestone County,32.9,14.3
Alabama,Lowndes County,45.1,28.5
Alabama,Macon County,44.7,25.9
Alabama,Madison County,32.3,13.7
Alabama,Marengo County,40.3,26.1
Alabama,Marion County,35.5,20.1
Alabama,Marshall County,33.2,20.2
Alabama,Mobile County,37.1,19.3
Alabama,Monroe County,35.3,31.4
Alabama,Montgomery County,34.8,22.6
Alabama,Morgan County,31.6,16.1
Alabama,Perry County,43,36.4
Alabama,Pickens County,36.4,25
Alabama,Pike County,38.4,26.1
Alabama,Randolph County,30.9,20.4
Alabama,Russell County,36.4,21
Alabama,St. Clair County,33,16
Alabama,Shelby County,30.1,8.3
Alabama,Sumter County,40.3,42.7
Alabama,Talladega County,39,23
Alabama,Tallapoosa County,36.9,22.5
Alabama,Tuscaloosa County,34.3,19.1
Alabama,Walker County,33.2,22.5
Alabama,Washington County,40.2,19.1
Alabama,Wilcox County,44.9,37.7
Alabama,Winston County,30.2,21.9
Alaska,Aleutians East Borough,33.4,16.8
Alaska,Aleutians West,39.4,9.1
Alaska,Anchorage Municipality,27,8.2
Alaska,Bethel Census Area,30.3,25.2
Alaska,Bristol Bay Borough,39.7,7.2
Alaska,Denali Borough,27,12.7
Alaska,Dillingham Census Area,38,18.1
Alaska,Fairbanks North Star,28.1,8.1
Alaska,Haines Borough,25.5,5.3
Alaska,Hoonah-Angoon 2009 Census,31.8,11.9
Alaska,Juneau City and Borough,28.6,6.6
Alaska,Kenai Peninsula Borough,28.4,10
Alaska,Ketchikan Gateway Borough,30.8,12.1
Alaska,Kodiak Island Borough,30.2,11.3
Alaska,Lake and Peninsula Borough,31.9,33.3
Alaska,Matanuska-Susitna Borough,30.2,16.8
Alaska,Nome Census Area,31.7,10
Alaska,North Slope Borough,36.5,27
Alaska,Northwest Arctic Borough,32.4,10.2
Alaska,Petersburg 2009 Census,30.5,23.8
Alaska,Prince of Wales-Hyder 2009 Census,35.2,10.2
Alaska,Sitka City and Borough,28.7,14.6
Alaska,Skagway Municipality 2009 Census,28.1,9
Alaska,Southeast Fairbanks Census,33.1,4.4
Alaska,Valdez-Cordova Census Area,30.4,14.5
Alaska,Wade Hampton Census Area,32.6,10.9
Alaska,Wrangell City and Borough 2009 Census,30.6,11.8
Alaska,Yakutat City and Borough,31.3,5.4
Alaska,Yukon-Koyukuk Census Area,28.3,22.4
Arizona,Apache County,35.2,36.6
Arizona,Cochise County,26,17.9
Arizona,Coconino County,23.2,22.7
Arizona,Gila County,27.5,22.7
Arizona,Graham County,32.5,22.6
Arizona,Greenlee County,34.7,13.7
Arizona,La Paz County,32,19.1
Arizona,Maricopa County,25.4,17
Arizona,Mohave County,29.6,19.8
Arizona,Navajo County,30.9,30.6
Arizona,Pima County,24.2,19.3
Arizona,Pinal County,31.6,17.3
Arizona,Santa Cruz County,23,23.5
Arizona,Yavapai County,25.3,16
Arizona,Yuma County,30.5,20.7
Arkansas,Arkansas County,33.8,20.1
Arkansas,Ashley County,42.1,20.7
Arkansas,Baxter County,32.3,15.9
Arkansas,Benton County,30.1,12.2
Arkansas,Boone County,33.9,17.7
Arkansas,Bradley County,39,29
Arkansas,Calhoun County,34.2,17.8
Arkansas,Carroll County,35.8,18.3
Arkansas,Chicot County,43.1,31.7
Arkansas,Clark County,34.3,23.7
Arkansas,Clay County,33.7,21.8
Arkansas,Cleburne County,31.8,14.5
Arkansas,Cleveland County,35.7,20.8
Arkansas,Columbia County,36.4,25.6
Arkansas,Conway County,39.7,22.6
Arkansas,Craighead County,36.4,20.2
Arkansas,Crawford County,35.1,18.5
Arkansas,Crittenden County,38.8,24.1
Arkansas,Cross County,37.9,20.1
Arkansas,Dallas County,36.2,15.5
Arkansas,Desha County,39.6,33
Arkansas,Drew County,34.3,28.6
Arkansas,Faulkner County,33.2,15.5
Arkansas,Franklin County,37.1,22
Arkansas,Fulton County,32.9,19.9
Arkansas,Garland County,32.3,20.9
Arkansas,Grant County,38.3,12
Arkansas,Greene County,31.2,17.8
Arkansas,Hempstead County,40.3,27
Arkansas,Hot Spring County,34.7,19.1
Arkansas,Howard County,35.7,21.8
Arkansas,Independence County,37.2,21.8
Arkansas,Izard County,33.9,21
Arkansas,Jackson County,37.2,26.8
Arkansas,Jefferson County,40.7,25.5
Arkansas,Johnson County,36.4,22.1
Arkansas,Lafayette County,36.3,24.4
Arkansas,Lawrence County,31.8,23.9
Arkansas,Lee County,35.7,27.3
Arkansas,Lincoln County,37.5,23
Arkansas,Little River County,32.7,19.3
Arkansas,Logan County,37.5,19.3
Arkansas,Lonoke County,35.8,12.4
Arkansas,Madison County,34,20.5
Arkansas,Marion County,31.7,18.8
Arkansas,Miller County,35.9,20.3
Arkansas,Mississippi County,39.8,26.8
Arkansas,Monroe County,37.5,32.8
Arkansas,Montgomery County,33.8,17.9
Arkansas,Nevada County,36,28.1
Arkansas,Newton County,34.2,20.5
Arkansas,Ouachita County,34.8,24.1
Arkansas,Perry County,37.5,16
Arkansas,Phillips County,45.5,34.1
Arkansas,Pike County,37.8,20.2
Arkansas,Poinsett County,38.4,22.8
Arkansas,Polk County,36.7,24.1
Arkansas,Pope County,32.1,20
Arkansas,Prairie County,36.3,21.4
Arkansas,Pulaski County,31.7,17.6
Arkansas,Randolph County,35.3,21.1
Arkansas,St. Francis County,42.5,24.8
Arkansas,Saline County,32.5,9.1
Arkansas,Scott County,32.5,20.1
Arkansas,Searcy County,35,23.6
Arkansas,Sebastian County,36.9,23.2
Arkansas,Sevier County,36.7,22.1
Arkansas,Sharp County,37.3,23.6
Arkansas,Stone County,32.6,24.6
Arkansas,Union County,39.4,20.4
Arkansas,Van Buren County,35.6,21.4
Arkansas,Washington County,30.6,20.1
Arkansas,White County,36.3,19
Arkansas,Woodruff County,35.8,23.5
Arkansas,Yell County,37.1,18.6
California,Alameda County,20,12.5
California,Alpine County,23.4,17.5
California,Amador County,25.5,12.8
California,Butte County,25.9,21.9
California,Calaveras County,23.5,12.6
California,Colusa County,25.4,15
California,Contra Costa County,25,10.9
California,Del Norte County,25.5,21.8
California,El Dorado County,20.6,10.4
California,Fresno County,26.6,26.8
California,Glenn County,26.7,20.8
California,Humboldt County,25.5,21.4
California,Imperial County,26.3,24
California,Inyo County,23.3,11.4
California,Kern County,30.3,23.5
California,Kings County,26.4,22.6
California,Lake County,26.2,24.7
California,Lassen County,23.9,16.4
California,Los Angeles County,21.4,18.2
California,Madera County,26.5,23.5
California,Marin County,18.9,8.3
California,Mariposa County,24.4,15.1
California,Mendocino County,22.4,20.4
California,Merced County,29.5,26.1
California,Modoc County,23.2,18.8
California,Mono County,22.8,4.9
California,Monterey County,22.3,17
California,Napa County,23.7,10.3
California,Nevada County,21.1,12.7
California,Orange County,19.7,12.8
California,Placer County,21.7,8.9
California,Plumas County,23,14.5
California,Riverside County,26,16.8
California,Sacramento County,27.4,18.2
California,San Benito County,23.3,10.8
California,San Bernardino County,27.9,19.5
California,San Diego County,19.1,14.5
California,San Francisco County,16.1,13.2
California,San Joaquin County,28.3,18.6
California,San Luis Obispo County,24.5,14.8
California,San Mateo County,21.1,8
California,Santa Barbara County,18.2,16.3
California,Santa Clara County,19.5,9.5
California,Santa Cruz County,20.2,15.1
California,Shasta County,26.5,18
California,Sierra County,22.5,14.6
California,Siskiyou County,23.2,23.1
California,Solano County,30.1,13.4
California,Sonoma County,20.9,11.7
California,Stanislaus County,32.6,20.3
California,Sutter County,28.7,17.8
California,Tehama County,27.2,19.8
California,Trinity County,25.1,19.5
California,Tulare County,32.6,28.1
California,Tuolumne County,20.2,13.9
California,Ventura County,20.3,11.1
California,Yolo County,22.7,19.9
California,Yuba County,24.8,21.9
Colorado,Adams County,26.3,13.8
Colorado,Alamosa County,23,28.9
Colorado,Arapahoe County,21.4,11.2
Colorado,Archuleta County,16.5,11.7
Colorado,Baca County,19.4,20.5
Colorado,Bent County,26.5,25.6
Colorado,Boulder County,13.4,14.1
Colorado,Broomfield County,17.6,6.5
Colorado,Chaffee County,20.5,8.7
Colorado,Cheyenne County,23.7,8.6
Colorado,Clear Creek County,18.1,8.3
Colorado,Conejos County,24.5,18.3
Colorado,Costilla County,21.9,23.7
Colorado,Crowley County,21.6,33.4
Colorado,Custer County,20.5,17.4
Colorado,Delta County,20.4,16.3
Colorado,Denver County,16.4,17.3
Colorado,Dolores County,19.8,21.5
Colorado,Douglas County,17,4
Colorado,Eagle County,11.8,9.2
Colorado,Elbert County,19.6,7
Colorado,El Paso County,22.3,11.8
Colorado,Fremont County,22.8,17.4
Colorado,Garfield County,20,12.1
Colorado,Gilpin County,19.7,7.4
Colorado,Grand County,17.4,10.8
Colorado,Gunnison County,14.8,16.9
Colorado,Hinsdale County,20.5,8
Colorado,Huerfano County,20.1,18.5
Colorado,Jackson County,21.4,11.7
Colorado,Jefferson County,18.3,8.5
Colorado,Kiowa County,19.5,13.2
Colorado,Kit Carson County,27.6,16.4
Colorado,Lake County,17.5,11.5
Colorado,La Plata County,16.3,10.6
Colorado,Larimer County,18.7,13.7
Colorado,Las Animas County,21,14.9
Colorado,Lincoln County,23.8,16.6
Colorado,Logan County,25.4,16.9
Colorado,Mesa County,23.5,15.6
Colorado,Mineral County,18.1,7.6
Colorado,Moffat County,25.8,11.4
Colorado,Montezuma County,21.7,17.9
Colorado,Montrose County,19.7,19
Colorado,Morgan County,26.9,11.6
Colorado,Otero County,26.9,24.3
Colorado,Ouray County,18.6,7.8
Colorado,Park County,20.5,7.3
Colorado,Phillips County,22.8,15.3
Colorado,Pitkin County,14.9,9.9
Colorado,Prowers County,26.1,19
Colorado,Pueblo County,25.9,19.8
Colorado,Rio Blanco County,22.6,17.4
Colorado,Rio Grande County,23.2,19.2
Colorado,Routt County,14.3,10.2
Colorado,Saguache County,19.7,23.4
Colorado,San Juan County,19.3,16.5
Colorado,San Miguel County,16.7,11.2
Colorado,Sedgwick County,22.1,14.4
Colorado,Summit County,13.1,13.7
Colorado,Teller County,20.3,7.5
Colorado,Washington County,23.2,10.4
Colorado,Weld County,26,12.9
Colorado,Yuma County,24.8,14.5
Connecticut,Fairfield County,21.4,9
Connecticut,Hartford County,26.8,11.9
Connecticut,Litchfield County,23.9,7
Connecticut,Middlesex County,24.1,6.7
Connecticut,New Haven County,26.5,13
Connecticut,New London County,27.6,9.9
Connecticut,Tolland County,24.8,7
Connecticut,Windham County,29.6,10.7
Delaware,Kent County,32.8,13.5
Delaware,New Castle County,27.7,11.4
Delaware,Sussex County,31,12.6
District of Columbia,District of Columbia,22.4,18
Florida,Alachua County,25.6,24.3
Florida,Baker County,35.8,18.1
Florida,Bay County,29.9,15.2
Florida,Bradford County,35.9,20.6
Florida,Brevard County,25.6,14
Florida,Broward County,24.4,14.5
Florida,Calhoun County,39.4,19.3
Florida,Charlotte County,25.7,12.2
Florida,Citrus County,26.3,17.4
Florida,Clay County,29.7,10.5
Florida,Collier County,19.5,14.1
Florida,Columbia County,36.3,19.9
Florida,DeSoto County,36,30.6
Florida,Dixie County,30.6,21.1
Florida,Duval County,30.6,17.3
Florida,Escambia County,28.9,15.8
Florida,Flagler County,24.2,14.8
Florida,Franklin County,32.2,20.3
Florida,Gadsden County,36.5,27.1
Florida,Gilchrist County,31.5,22.8
Florida,Glades County,33.1,20.2
Florida,Gulf County,30.9,14.3
Florida,Hamilton County,33.2,29.3
Florida,Hardee County,33.9,27.4
Florida,Hendry County,35.2,26.4
Florida,Hernando County,32.1,15.9
Florida,Highlands County,31,19.4
Florida,Hillsborough County,28.3,17
Florida,Holmes County,31.6,27.8
Florida,Indian River County,24.5,14.4
Florida,Jackson County,34.7,22.1
Florida,Jefferson County,32.2,15.9
Florida,Lafayette County,35.3,20.3
Florida,Lake County,29.3,13.9
Florida,Lee County,24.6,16.1
Florida,Leon County,26.4,22.3
Florida,Levy County,32.2,22
Florida,Liberty County,39.6,18.4
Florida,Madison County,34.1,25.7
Florida,Manatee County,25.3,15.2
Florida,Marion County,29.2,18.4
Florida,Martin County,21.3,12.1
Florida,Miami-Dade County,21,20.4
Florida,Monroe County,22,13.4
Florida,Nassau County,28.6,12.9
Florida,Okaloosa County,26.4,13.2
Florida,Okeechobee County,31,27.7
Florida,Orange County,24.9,17.8
Florida,Osceola County,29.1,19.5
Florida,Palm Beach County,21.5,14.5
Florida,Pasco County,31.1,14
Florida,Pinellas County,25.5,14.4
Florida,Polk County,32.3,18.3
Florida,Putnam County,36.1,28.7
Florida,St. Johns County,21.9,9.5
Florida,St. Lucie County,27.9,18.3
Florida,Santa Rosa County,26.1,12.3
Florida,Sarasota County,20.6,11
Florida,Seminole County,24.6,12.1
Florida,Sumter County,26.9,10.9
Florida,Suwannee County,33.3,23.9
Florida,Taylor County,38.9,14.7
Florida,Union County,37.1,20
Florida,Volusia County,26,17.4
Florida,Wakulla County,36.4,14.9
Florida,Walton County,27.5,17.1
Florida,Washington County,38.5,21.5
Georgia,Appling County,34.8,20.9
Georgia,Atkinson County,35.3,28.7
Georgia,Bacon County,32.7,17.9
Georgia,Baker County,30,22.9
Georgia,Baldwin County,36.8,31.4
Georgia,Banks County,27,16.6
Georgia,Barrow County,34.6,15.2
Georgia,Bartow County,35.2,15.8
Georgia,Ben Hill County,35.3,35.3
Georgia,Berrien County,34.7,26.2
Georgia,Bibb County,31.3,27.4
Georgia,Bleckley County,30.4,23.5
Georgia,Brantley County,33.1,21
Georgia,Brooks County,33.5,27.6
Georgia,Bryan County,29.3,13.6
Georgia,Bulloch County,33.5,32.9
Georgia,Burke County,32,31.4
Georgia,Butts County,28.7,20.8
Georgia,Calhoun County,34.4,41.6
Georgia,Camden County,31.5,12.8
Georgia,Candler County,30.3,31.8
Georgia,Carroll County,31.7,20.7
Georgia,Catoosa County,27.8,12.5
Georgia,Charlton County,32,17.2
Georgia,Chatham County,31.3,19.1
Georgia,Chattahoochee County,27.3,11.5
Georgia,Chattooga County,34,23.7
Georgia,Cherokee County,26.9,10.8
Georgia,Clarke County,25.3,36.6
Georgia,Clay County,29.8,42.2
Georgia,Clayton County,38,25.1
Georgia,Clinch County,29.6,35
Georgia,Cobb County,22.9,12.4
Georgia,Coffee County,34.8,25.5
Georgia,Colquitt County,35.2,26.8
Georgia,Columbia County,30.3,9.2
Georgia,Cook County,31.4,25.1
Georgia,Coweta County,26.8,13.2
Georgia,Crawford County,27.3,17.2
Georgia,Crisp County,31.1,32.8
Georgia,Dade County,32.3,15.2
Georgia,Dawson County,27.7,14.2
Georgia,Decatur County,30,28.4
Georgia,DeKalb County,27.3,19.3
Georgia,Dodge County,28.5,22.5
Georgia,Dooly County,34.7,29.2
Georgia,Dougherty County,34.4,30.7
Georgia,Douglas County,32.3,16.4
Georgia,Early County,31.5,28
Georgia,Echols County,28.3,29
Georgia,Effingham County,35.2,10.6
Georgia,Elbert County,31.1,19
Georgia,Emanuel County,36.3,30.6
Georgia,Evans County,33.5,27.7
Georgia,Fannin County,25.9,23.1
Georgia,Fayette County,31.1,8.5
Georgia,Floyd County,31,21.3
Georgia,Forsyth County,29.4,6.9
Georgia,Franklin County,29.5,23.9
Georgia,Fulton County,23.9,17.6
Georgia,Gilmer County,29.7,23.5
Georgia,Glascock County,28.6,16.2
Georgia,Glynn County,26.2,18.7
Georgia,Gordon County,29.3,20.4
Georgia,Grady County,33,30.7
Georgia,Greene County,29.7,24.9
Georgia,Gwinnett County,29.5,13.8
Georgia,Habersham County,31.7,17.8
Georgia,Hall County,25.7,18.4
Georgia,Hancock County,31.2,30.3
Georgia,Haralson County,27.3,20.3
Georgia,Harris County,28.4,9.3
Georgia,Hart County,29.9,21.9
Georgia,Heard County,30.2,20.5
Georgia,Henry County,33.1,12.9
Georgia,Houston County,31,17.2
Georgia,Irwin County,29.2,26
Georgia,Jackson County,27.4,13.7
Georgia,Jasper County,29.3,20.7
Georgia,Jeff Davis County,30,22.3
Georgia,Jefferson County,35.3,30.8
Georgia,Jenkins County,29.9,33.8
Georgia,Johnson County,34,23.1
Georgia,Jones County,33.5,16.8
Georgia,Lamar County,30.6,22.1
Georgia,Lanier County,33.2,26.6
Georgia,Laurens County,36.2,27.5
Georgia,Lee County,31.2,12.3
Georgia,Liberty County,34.9,17.7
Georgia,Lincoln County,29,25
Georgia,Long County,31.4,17.9
Georgia,Lowndes County,31.3,26.5
Georgia,Lumpkin County,30.7,18.8
Georgia,McDuffie County,33.4,25.4
Georgia,McIntosh County,30.9,21.3
Georgia,Macon County,36.4,29.6
Georgia,Madison County,31.9,17.1
Georgia,Marion County,32.9,21.3
Georgia,Meriwether County,34.6,22.7
Georgia,Miller County,30.3,27.9
Georgia,Mitchell County,33.6,28.7
Georgia,Monroe County,31.9,13.6
Georgia,Montgomery County,36.2,25.3
Georgia,Morgan County,26.5,14.3
Georgia,Murray County,32.5,20
Georgia,Muscogee County,28.8,20.5
Georgia,Newton County,32.9,17.1
Georgia,Oconee County,28.8,7.3
Georgia,Oglethorpe County,30.1,15.9
Georgia,Paulding County,28.6,12.6
Georgia,Peach County,34.4,21.9
Georgia,Pickens County,26.7,11.6
Georgia,Pierce County,28.5,23.7
Georgia,Pike County,26.2,12.2
Georgia,Polk County,34.5,21.5
Georgia,Pulaski County,31.7,19.2
Georgia,Putnam County,30,16.4
Georgia,Quitman County,34,24
Georgia,Rabun County,29.4,21.6
Georgia,Randolph County,33.7,30.2
Georgia,Richmond County,34.1,25.2
Georgia,Rockdale County,36,16.5
Georgia,Schley County,30.4,23.4
Georgia,Screven County,33,25.2
Georgia,Seminole County,30.7,18.4
Georgia,Spalding County,32.4,22.7
Georgia,Stephens County,30.1,18.9
Georgia,Stewart County,34.2,38.4
Georgia,Sumter County,32.7,33.2
Georgia,Talbot County,33.3,20
Georgia,Taliaferro County,31.4,30
Georgia,Tattnall County,33.1,29.2
Georgia,Taylor County,28.8,28.7
Georgia,Telfair County,30.9,28.5
Georgia,Terrell County,31.6,36.2
Georgia,Thomas County,34,23.6
Georgia,Tift County,34,29.2
Georgia,Toombs County,31.5,24.8
Georgia,Towns County,27.4,18.6
Georgia,Treutlen County,32.9,19.6
Georgia,Troup County,30,21.4
Georgia,Turner County,34.6,25.4
Georgia,Twiggs County,32.8,27.7
Georgia,Union County,27.2,13.5
Georgia,Upson County,32,23.7
Georgia,Walker County,32.1,17.8
Georgia,Walton County,34.4,13.9
Georgia,Ware County,35.5,29.2
Georgia,Warren County,32,27.1
Georgia,Washington County,32.2,25.9
Georgia,Wayne County,31.8,20.3
Georgia,Webster County,32.1,22.5
Georgia,Wheeler County,31.9,27.2
Georgia,White County,28.6,19
Georgia,Whitfield County,33.5,18.8
Georgia,Wilcox County,31.5,23.1
Georgia,Wilkes County,32.9,28.5
Georgia,Wilkinson County,34.5,17.7
Georgia,Worth County,36.7,21.2
Hawaii,Hawaii County,22.7,19.5
Hawaii,Honolulu County,22.3,9.7
Hawaii,Kalawao County,21.5,15.2
Hawaii,Kauai County,20.6,10.7
Hawaii,Maui County,22.4,11
Idaho,Ada County,25.4,12.3
Idaho,Adams County,27.6,12.9
Idaho,Bannock County,28.1,18.8
Idaho,Bear Lake County,28.7,12.9
Idaho,Benewah County,30.1,16.6
Idaho,Bingham County,33.3,13.5
Idaho,Blaine County,19.2,10.4
Idaho,Boise County,22.4,14.5
Idaho,Bonner County,24.7,15.3
Idaho,Bonneville County,29.4,13.2
Idaho,Boundary County,27.3,15.3
Idaho,Butte County,28.5,17.6
Idaho,Camas County,25.7,21.8
Idaho,Canyon County,33.4,19.4
Idaho,Caribou County,27.5,8.3
Idaho,Cassia County,30.5,16
Idaho,Clark County,31.4,18.1
Idaho,Clearwater County,30.6,13.1
Idaho,Custer County,26.3,19.2
Idaho,Elmore County,29.8,16.1
Idaho,Franklin County,30.7,13.2
Idaho,Fremont County,28.9,10.3
Idaho,Gem County,28.5,18
Idaho,Gooding County,30,19.4
Idaho,Idaho County,25.7,16
Idaho,Jefferson County,32.7,13.1
Idaho,Jerome County,33.3,16.4
Idaho,Kootenai County,25,13
Idaho,Latah County,24.3,21.6
Idaho,Lemhi County,26.8,18.7
Idaho,Lewis County,29.7,17.4
Idaho,Lincoln County,32.3,13.6
Idaho,Madison County,24.5,35.7
Idaho,Minidoka County,34.2,17.4
Idaho,Nez Perce County,30.9,11.9
Idaho,Oneida County,31.3,14.6
Idaho,Owyhee County,30.4,27.6
Idaho,Payette County,33.3,18.7
Idaho,Power County,32.1,13.5
Idaho,Shoshone County,31.1,17.2
Idaho,Teton County,24.1,10.8
Idaho,Twin Falls County,27.6,15.8
Idaho,Valley County,24.1,15
Idaho,Washington County,30.3,18.3
Illinois,Adams County,37,14.4
Illinois,Alexander County,28.4,34.2
Illinois,Bond County,29.6,16.5
Illinois,Boone County,33.7,10.9
Illinois,Brown County,27.6,10.9
Illinois,Bureau County,29.1,12.5
Illinois,Calhoun County,29.1,12.6
Illinois,Carroll County,28.6,12.6
Illinois,Cass County,28,12.9
Illinois,Champaign County,25.1,22.8
Illinois,Christian County,31.7,14.6
Illinois,Clark County,32.7,14.9
Illinois,Clay County,31,13.8
Illinois,Clinton County,29.5,8.9
Illinois,Coles County,26.3,22.3
Illinois,Cook County,25.3,17.1
Illinois,Crawford County,31.3,12.7
Illinois,Cumberland County,27.8,15.8
Illinois,DeKalb County,28.3,18.7
Illinois,De Witt County,30.5,12.9
Illinois,Douglas County,30.5,10.3
Illinois,DuPage County,23,7.4
Illinois,Edgar County,30.3,17
Illinois,Edwards County,31.3,12.9
Illinois,Effingham County,31.8,10.6
Illinois,Fayette County,33,18
Illinois,Ford County,28.2,13.4
Illinois,Franklin County,30.2,18.5
Illinois,Fulton County,30.7,14.2
Illinois,Gallatin County,28.4,15.6
Illinois,Greene County,28.7,17.1
Illinois,Grundy County,30.4,9.1
Illinois,Hamilton County,28.2,14.8
Illinois,Hancock County,28.6,11.7
Illinois,Hardin County,30.6,20.7
Illinois,Henderson County,30.4,9.9
Illinois,Henry County,30.5,10.7
Illinois,Iroquois County,33.9,16.6
Illinois,Jackson County,31.5,30.5
Illinois,Jasper County,30.2,9.2
Illinois,Jefferson County,30.2,17
Illinois,Jersey County,33,7.3
Illinois,Jo Daviess County,29.5,9.2
Illinois,Johnson County,29.4,14.6
Illinois,Kane County,25.3,11.4
Illinois,Kankakee County,30.1,16.1
Illinois,Kendall County,33.7,5.5
Illinois,Knox County,26.2,18.8
Illinois,Lake County,28.4,9.6
Illinois,LaSalle County,27.1,13.2
Illinois,Lawrence County,28.9,13.5
Illinois,Lee County,32.6,11.1
Illinois,Livingston County,29.2,11.6
Illinois,Logan County,29.2,14.2
Illinois,McDonough County,26.8,23
Illinois,McHenry County,27.7,7.9
Illinois,McLean County,29.3,14.4
Illinois,Macon County,29.7,18.4
Illinois,Macoupin County,31,12.5
Illinois,Madison County,32.3,13.3
Illinois,Marion County,33.5,18.6
Illinois,Marshall County,29.1,10.1
Illinois,Mason County,31.7,15.1
Illinois,Massac County,30.7,18.3
Illinois,Menard County,28.3,11.3
Illinois,Mercer County,31.2,9.4
Illinois,Monroe County,33.2,5
Illinois,Montgomery County,31.3,14.8
Illinois,Morgan County,28.8,14.3
Illinois,Moultrie County,28.6,13.3
Illinois,Ogle County,31.2,10.6
Illinois,Peoria County,28.8,17.2
Illinois,Perry County,29.1,17.2
Illinois,Piatt County,29,6.2
Illinois,Pike County,32.6,13.7
Illinois,Pope County,29.5,15
Illinois,Pulaski County,27.3,20.2
Illinois,Putnam County,29.9,12
Illinois,Randolph County,27.7,12.9
Illinois,Richland County,28.8,15.1
Illinois,Rock Island County,31.7,14.9
Illinois,St. Clair County,33.2,18.2
Illinois,Saline County,30.1,23
Illinois,Sangamon County,28.5,15.6
Illinois,Schuyler County,31.7,19.3
Illinois,Scott County,30.4,14.2
Illinois,Shelby County,30.6,11.2
Illinois,Stark County,30.2,11.9
Illinois,Stephenson County,32.9,15
Illinois,Tazewell County,30.6,8.7
Illinois,Union County,28.2,17.2
Illinois,Vermilion County,35.4,18.8
Illinois,Wabash County,32.2,12.5
Illinois,Warren County,30.5,15
Illinois,Washington County,28.6,12.9
Illinois,Wayne County,29.2,14.5
Illinois,White County,28.7,13.6
Illinois,Whiteside County,28.7,12
Illinois,Will County,28,7.9
Illinois,Williamson County,31.6,15
Illinois,Winnebago County,33.9,16.8
Illinois,Woodford County,30.8,8.2
Indiana,Adams County,32.8,16.3
Indiana,Allen County,30.1,15.8
Indiana,Bartholomew County,29.5,12.8
Indiana,Benton County,32.6,13.7
Indiana,Blackford County,36,14
Indiana,Boone County,27.8,5.8
Indiana,Brown County,30.6,12.6
Indiana,Carroll County,26.9,10.8
Indiana,Cass County,33.7,15.6
Indiana,Clark County,33.3,10.8
Indiana,Clay County,33.1,14.5
Indiana,Clinton County,30.9,14.1
Indiana,Crawford County,33,20.7
Indiana,Daviess County,37.6,13.2
Indiana,Dearborn County,32.5,9.3
Indiana,Decatur County,32.7,14.2
Indiana,DeKalb County,32.8,14.6
Indiana,Delaware County,31.5,22
Indiana,Dubois County,29.5,9.8
Indiana,Elkhart County,32.8,16.1
Indiana,Fayette County,33,20.6
Indiana,Floyd County,30.1,12.8
Indiana,Fountain County,29.8,12
Indiana,Franklin County,26.2,10.6
Indiana,Fulton County,37.8,14.9
Indiana,Gibson County,32.1,11.2
Indiana,Grant County,37.3,18.7
Indiana,Greene County,33.1,13.6
Indiana,Hamilton County,25.9,4.7
Indiana,Hancock County,34.8,6.5
Indiana,Harrison County,36,13.9
Indiana,Hendricks County,31.8,5
Indiana,Henry County,36.7,16.3
Indiana,Howard County,31.4,17.8
Indiana,Huntington County,32.6,12
Indiana,Jackson County,36.9,14.8
Indiana,Jasper County,29.6,8.4
Indiana,Jay County,34,16.3
Indiana,Jefferson County,35,14.5
Indiana,Jennings County,33,15.9
Indiana,Johnson County,30.2,9.9
Indiana,Knox County,32.3,15.9
Indiana,Kosciusko County,33.2,11.4
Indiana,LaGrange County,34.2,13
Indiana,Lake County,33.9,17.9
Indiana,LaPorte County,35,17.4
Indiana,Lawrence County,38.2,13
Indiana,Madison County,33.4,17.1
Indiana,Marion County,32.4,21.1
Indiana,Marshall County,30.8,12.1
Indiana,Martin County,35.8,13
Indiana,Miami County,35.7,15.2
Indiana,Monroe County,22.1,24.8
